amount,hour,day,senderBalance,receiverBalance,averageAmount,todayTransactions,transactionsLastHour,newReceiver,nightTransaction
27924,11,3,34224,64286,9406,32,9,0,0
37229,2,7,28802,60815,6496,13,16,0,1
46068,10,3,70630,25525,14382,30,15,0,0
35619,21,6,43969,33687,8405,32,3,1,0
30927,10,2,44886,46287,4904,21,9,0,0
10777,3,5,71696,70014,8310,2,9,0,1
39851,19,3,11594,87959,750,34,4,0,0
4997,18,5,36095,30257,14311,20,5,0,0
25614,10,3,31408,52113,3326,18,10,0,0
25516,4,7,1070,97790,3004,10,18,0,1
6983,3,1,18562,16999,12793,22,17,0,1
45149,13,6,44935,4529,1235,33,10,0,0
21260,7,6,5127,56541,14601,3,12,0,0
25381,16,6,53527,23989,9902,8,11,1,0
11414,19,5,89549,5021,4835,20,19,0,0
46224,13,6,22750,84486,1075,27,8,0,0
28851,19,5,82884,46830,3394,8,14,0,0
9077,13,4,15215,5750,13332,17,9,1,0
25501,18,6,34814,48225,6165,7,11,1,0
46882,19,2,32601,2775,13293,32,19,0,0
19540,2,5,65649,26616,14219,8,7,1,1
10296,22,3,90721,25479,13504,30,9,0,0
44572,16,4,58480,82956,4231,37,3,0,0
38226,5,7,18763,77694,12005,31,10,1,1
3374,4,6,34557,66983,3299,24,2,1,1
19568,22,1,20020,85238,2882,31,9,0,0
30135,9,5,41685,92949,5308,18,18,1,0
45992,16,7,9986,38862,7074,39,12,0,0
35872,8,4,65229,28378,7224,18,12,1,0
14537,11,4,18118,6587,13738,35,15,1,0
11152,22,7,45239,32954,14780,32,7,0,0
27501,16,1,67288,71045,5174,13,13,0,0
20790,3,4,83994,46151,11184,32,5,0,1
1446,23,4,82472,75485,5670,28,2,0,0
6902,1,6,64409,72391,2394,8,5,1,1
26144,2,2,86902,14079,798,12,16,0,1
49501,4,6,20300,63400,10626,21,19,0,1
20863,21,4,54272,15916,10978,20,19,0,0
337,21,4,46036,69504,1010,13,16,1,0
3130,7,2,71886,86124,7546,8,7,0,0
11738,14,3,54528,90022,9812,28,15,0,0
27650,21,2,57330,74640,3457,39,12,1,0
49650,13,6,44869,95402,14392,30,15,0,0
39761,7,3,72807,82062,13612,10,11,0,0
12853,22,4,54164,67384,14743,9,14,0,0
9260,2,3,13909,69327,9580,32,14,1,1
17889,12,6,79340,54200,11243,8,11,0,0
30827,7,2,16561,58226,12526,39,10,0,0
22801,0,2,75976,69460,8715,23,5,1,1
13234,5,5,25568,65727,8790,8,8,0,1
20707,18,3,23883,58160,11512,2,7,0,0
41831,16,6,11910,80055,12361,28,1,1,0
11383,4,3,57063,97859,12089,26,16,0,1
11940,12,4,57389,68895,13364,36,13,0,0
21690,2,6,90459,95927,14430,28,0,1,1
12498,15,1,56255,13255,4667,16,17,1,0
20390,11,3,62076,43919,283,12,13,0,0
40447,1,3,67309,93079,6753,9,19,1,1
44042,18,3,70283,87234,10269,27,15,0,0
49423,2,4,12892,44724,14098,34,17,1,1
12428,22,4,21066,67766,6611,1,1,1,0
20355,20,1,30023,71088,727,22,0,1,0
38653,14,2,66285,19309,5143,15,13,0,0
31509,23,1,60781,16260,10409,23,3,0,0
25106,20,4,13526,68309,13259,23,2,1,0
10378,19,1,4283,55798,4398,5,12,0,0
33079,4,3,34528,20316,11560,9,15,1,1
24001,7,4,3366,5898,2111,12,6,1,0
10957,7,7,30131,95676,7136,28,8,0,0
31418,20,7,95381,39454,1687,25,11,0,0
21032,4,7,19316,85824,13148,21,14,0,1
36886,5,3,84448,62671,14443,17,16,1,1
8849,5,1,66625,86444,2921,35,13,1,1
42223,7,5,65833,52732,8062,13,16,0,0
9461,23,3,9775,94213,13369,23,1,1,0
24367,4,2,12295,70021,9001,18,3,0,1
5369,13,6,60794,14719,12943,15,18,0,0
24043,14,4,27542,89424,2566,19,19,1,0
9891,15,4,18779,46999,13728,17,6,0,0
37953,2,4,61881,47929,9443,14,4,1,1
29135,14,6,69943,99111,8478,16,15,1,0
13700,12,2,91919,5313,13698,3,7,1,0
3855,10,7,80572,3558,9872,2,7,0,0
36344,11,3,37466,33769,5344,16,2,1,0
9674,5,2,97637,38084,11072,39,1,0,1
40318,12,7,58296,10589,8169,4,5,1,0
38506,17,7,51099,71545,707,9,4,1,0
41990,15,3,78770,3722,5006,17,3,0,0
43857,8,3,49528,59807,825,6,2,1,0
17601,19,6,14691,84726,9070,13,9,0,0
13705,11,7,63493,80122,9132,23,9,0,0
16509,14,5,36199,46335,14138,30,1,0,0
23800,15,7,85516,1609,817,30,8,0,0
25934,2,4,92707,75874,5678,11,12,0,1
31223,16,6,6195,39169,14556,18,10,1,0
24817,18,2,62422,73914,1981,16,5,0,0
13676,10,7,41698,22831,2445,12,12,1,0
5878,1,2,5422,4686,14507,7,14,0,1
12206,7,4,18943,16524,1889,17,16,1,0
18212,20,5,49741,52003,2943,29,14,1,0
15973,22,6,67130,52347,1504,37,2,0,0
45284,14,6,90374,12748,4813,21,4,0,0
23863,19,5,80007,80152,5033,36,1,1,0
4320,15,2,40376,20323,144,19,1,0,0
41790,21,5,35849,691,12311,36,8,0,0
31731,18,6,97337,88302,3506,20,8,1,0
41348,17,2,28664,25491,10170,11,4,1,0
26554,3,5,44831,96033,6029,9,9,0,1
10375,3,3,78486,76216,10168,31,18,0,1
288,1,3,1661,90071,6083,16,15,1,1
14759,20,7,3678,31831,2276,11,3,0,0
46490,14,2,58751,35422,12084,33,10,1,0
7136,0,7,94671,21684,6861,7,1,1,1
32536,3,4,11270,39321,4142,11,12,0,1
16396,2,2,85262,15216,2329,2,16,1,1
14210,21,6,79943,56997,3967,25,9,1,0
33066,7,1,34283,34152,9689,37,15,0,0
40470,19,2,60254,29978,5772,16,1,1,0
44633,1,4,6043,56392,4783,26,8,1,1
42848,1,4,73242,86593,12708,36,1,0,1
5198,1,5,41986,14859,10952,28,19,0,1
45927,23,5,19553,11085,14280,18,13,1,0
5248,11,6,6635,5573,4231,36,13,0,0
11088,3,1,28064,28835,12535,18,5,0,1
17047,12,3,10115,5060,11000,14,6,0,0
20174,5,4,58755,72684,7866,14,6,1,1
38688,14,4,25756,30005,6738,34,4,0,0
36635,19,7,56563,22394,2353,15,10,0,0
34037,2,1,21455,81845,2337,23,7,0,1
22779,19,3,63608,48924,425,25,1,0,0
21317,7,7,25716,32467,14266,32,10,0,0
4079,21,3,49552,14389,14141,16,2,1,0
34755,0,7,27181,89524,8420,17,1,0,1
7494,7,5,54883,2994,3844,3,2,0,0
5595,11,4,47815,83564,12663,9,6,1,0
16627,21,3,7630,6828,8462,13,12,1,0
46166,19,7,43432,61269,5262,19,7,1,0
44232,9,2,53475,23154,9341,23,10,0,0
33692,8,4,64427,86226,2899,39,18,1,0
12255,22,6,76941,46121,12798,11,5,1,0
29099,18,6,99745,4837,13780,28,0,0,0
13544,7,3,31271,83886,475,7,10,0,0
44349,3,1,98687,73369,1993,12,10,0,1
34421,4,6,33867,21199,2012,13,19,1,1
28932,10,1,80378,90477,14045,11,8,0,0
27053,22,2,40975,82666,14802,26,18,0,0
48292,13,6,36886,90909,4543,17,2,1,0
18158,19,5,21664,14414,13009,25,18,1,0
27242,14,5,72755,64757,8535,38,9,0,0
32022,16,2,32228,17576,12717,10,6,1,0
45437,17,6,22990,45875,8964,1,11,0,0
33980,1,4,91524,17027,12814,26,3,0,1
10311,17,1,96944,69922,12128,24,18,1,0
47026,19,3,71966,61816,5375,29,15,0,0
8751,3,5,79876,52774,4499,26,15,0,1
15849,3,6,73873,34069,7470,2,11,1,1
39134,3,2,1192,28926,1578,1,12,1,1
21062,11,6,25094,74852,12277,31,4,1,0
40697,9,1,6589,56548,9839,30,6,0,0
17654,20,4,26640,1184,9038,15,1,1,0
5607,20,4,90885,18690,9450,18,11,1,0
38309,0,4,98734,81502,14813,11,3,0,1
13010,3,1,30293,39516,6203,22,1,1,1
18566,9,1,56298,93368,11448,16,13,0,0
9628,18,7,13220,57608,9245,22,4,0,0
30917,9,5,77742,77606,9181,15,6,0,0
26479,2,3,62717,90140,8326,6,11,0,1
36134,12,5,77446,85058,9195,8,19,0,0
22404,18,5,95158,82476,13547,23,15,0,0
6478,12,5,83436,6470,2162,7,5,1,0
19881,21,1,14808,91563,14436,10,10,1,0
9838,7,1,37324,33073,14447,25,16,1,0
34458,13,6,68972,14506,12521,5,10,0,0
38418,12,3,59713,50971,10997,28,18,1,0
29851,14,1,31451,80863,12855,28,0,1,0
17198,1,3,80323,32230,2753,13,4,0,1
45204,21,2,85317,85961,2138,12,14,0,0
29810,14,1,69822,21650,12422,39,13,1,0
45430,12,4,10443,43240,13092,22,18,1,0
20919,0,3,14351,45747,10592,37,2,1,1
32895,2,6,82033,83286,9311,22,15,1,1
45040,2,4,9376,60973,2987,22,7,0,1
6041,8,1,30841,4758,726,23,10,0,0
37783,12,3,4229,5974,3634,33,6,0,0
34651,12,4,3659,98162,13714,7,17,1,0
18772,5,3,29820,69876,2256,31,7,1,1
48941,12,1,15178,61075,14536,28,16,1,0
23465,1,1,61997,74024,2281,11,5,1,1
22445,10,6,3381,29863,13158,35,0,1,0
5651,17,1,59751,72572,6587,35,0,1,0
37017,12,1,5103,93309,12878,34,15,1,0
221,18,7,70854,56344,4723,9,0,1,0
37345,1,4,48475,1462,5621,34,12,1,1
34837,5,1,6691,83434,2698,31,9,1,1
47646,19,2,87471,92759,10071,9,14,1,0
45247,7,1,46716,71833,9703,17,15,0,0
24163,19,5,97002,3332,887,15,17,0,0
20226,12,4,5533,73324,11552,31,8,1,0
67,15,7,8033,80639,4716,30,10,0,0
43493,9,5,59031,12940,3439,37,9,1,0
24649,19,7,28277,32567,671,23,6,1,0
13799,20,7,61584,44237,278,5,17,1,0
2796,22,1,73333,3084,14045,39,9,0,0
1606,2,2,44630,29265,3033,20,4,0,1
46806,18,6,20273,4239,4579,24,8,1,0
1516,22,3,15105,56240,5686,38,3,0,0
48670,18,1,98764,83087,8402,8,17,1,0
32336,19,3,2077,28350,2320,13,6,0,0
15882,1,4,62457,65431,1013,23,5,0,1
19582,22,1,64673,15511,10670,26,18,1,0
28130,2,3,54960,6221,7190,26,15,0,1
21046,23,7,5422,22706,10103,32,6,0,0
26221,0,5,17074,83255,8281,4,2,0,1
20214,12,7,51406,463,9258,23,8,0,0
4939,9,5,74917,71139,2312,17,2,1,0
17797,15,3,33639,8802,8407,14,15,0,0
29087,16,4,48266,38737,9365,14,17,0,0
35919,5,3,37925,43254,8043,15,2,1,1
47663,12,1,99787,87527,8643,32,19,0,0
23309,0,2,63199,26957,9180,29,1,1,1
27126,6,5,16874,3775,11104,25,5,1,0
48475,21,2,14168,15960,11931,30,19,0,0
15805,20,6,15126,28132,8051,17,15,1,0
36994,3,5,6554,99809,9153,6,16,0,1
49113,4,5,28807,67087,14028,37,7,0,1
39621,9,1,58108,89962,2759,22,1,0,0
45213,5,3,36193,9824,14965,7,0,0,1
39009,0,4,12023,75900,3253,27,10,0,1
34336,0,4,10845,33896,3610,36,5,1,1
5584,1,7,72037,4567,9371,13,17,1,1
6257,4,3,82714,37052,8717,17,14,1,1
33687,21,3,63761,2809,5061,4,2,0,0
6392,17,2,90362,95527,4665,1,3,1,0
28465,19,2,68446,67356,3064,26,13,0,0
38651,14,4,7965,56754,11030,6,19,1,0
12198,7,1,49321,65776,3540,24,14,0,0
24659,21,7,42410,73531,8902,30,10,1,0
18558,18,1,85077,6080,13954,30,15,1,0
41082,16,6,27594,46040,1330,22,2,1,0
34679,18,1,41375,26081,8070,1,19,0,0
35526,4,1,17062,55514,14360,16,11,0,1
61,21,2,3395,80859,12452,36,9,1,0
30891,16,1,12462,33302,3562,7,11,0,0
39726,12,4,87745,78863,8618,32,18,1,0
41994,17,5,80856,76427,1961,22,8,1,0
8321,21,7,76776,35897,9513,19,17,1,0
14381,0,7,56330,5529,6704,7,14,1,1
49179,0,7,50199,76396,8858,27,4,0,1
48258,22,2,41044,8997,7898,16,13,0,0
3226,2,7,64156,51880,12026,7,2,1,1
26656,17,3,27002,49768,3744,14,19,1,0
35334,6,2,35898,35929,4421,30,3,0,0
7100,16,1,10813,85998,5901,12,15,0,0
22560,14,6,99470,82203,5940,2,3,1,0
7367,12,7,20556,7382,6687,22,0,0,0
2122,4,3,20072,4136,12816,24,7,1,1
15480,0,1,5323,70456,3301,32,8,1,1
15697,16,5,23845,51567,9409,11,17,0,0
17309,23,2,57696,79401,595,20,4,0,0
13394,16,1,36353,32924,9026,4,17,0,0
8056,14,3,32863,63752,11568,15,14,1,0
17381,22,3,52557,79795,14973,25,13,1,0
15793,17,5,63956,11049,886,17,11,0,0
47692,16,7,58486,38762,7316,26,2,1,0
21812,3,5,20585,46854,9361,36,15,1,1
33981,21,6,9844,15896,7533,16,15,1,0
7368,6,4,11897,38799,4343,16,6,0,0
42318,10,2,45754,40096,4733,20,2,1,0
68,10,2,50049,11549,5780,12,11,0,0
15117,13,6,44117,60139,10621,21,15,1,0
42920,1,2,83900,88150,9394,13,16,1,1
6448,1,4,1799,4994,13594,12,7,1,1
26112,3,6,68867,77355,1632,6,12,1,1
44388,21,2,99327,20659,12510,30,18,1,0
5191,15,3,35065,89242,6600,7,4,0,0
49295,2,2,1034,91828,3464,9,14,0,1
22470,16,2,67208,58232,11630,38,7,1,0
49624,2,7,24554,29709,11117,12,5,1,1
10359,13,2,3740,72201,13021,17,16,0,0
43966,18,1,31325,70740,12601,4,17,0,0
32787,1,4,22084,8521,965,6,7,0,1
27519,11,1,95733,2567,1774,36,9,0,0
9328,7,4,23504,10492,5745,21,11,1,0
8670,6,4,31435,72534,12522,9,0,1,0
46502,5,6,8368,30251,12473,10,5,0,1
8434,5,3,64253,80583,8184,6,6,1,1
48571,17,4,87340,755,6595,12,15,1,0
17401,19,2,47325,24600,5038,23,1,0,0
41140,7,6,41802,94684,6018,7,7,0,0
22786,17,7,89492,51428,7493,20,2,0,0
29554,21,2,41201,51287,6827,30,11,0,0
31626,22,4,41636,52409,3335,33,14,0,0
16196,9,3,95448,21341,9245,23,15,0,0
21272,1,5,79340,34695,13941,5,12,0,1
2664,11,2,28094,4763,6837,13,4,1,0
11212,1,7,38360,71558,12669,26,11,1,1
45992,8,7,69080,75148,5736,11,9,1,0
2893,8,5,97121,654,5581,7,7,1,0
29088,2,7,87682,48867,1976,6,0,1,1
22539,11,2,86936,87892,6739,27,6,1,0
35451,15,6,78512,70247,6579,31,9,0,0
14636,11,2,21336,90367,1107,33,8,1,0
3909,21,4,12457,4379,11675,35,4,1,0
878,1,5,97370,84585,1488,14,10,1,1
41382,3,5,82964,28742,11931,8,4,1,1
22835,9,3,99458,88741,2546,5,18,1,0
20787,9,4,27127,15198,4085,16,7,1,0
40217,22,4,4181,91555,4296,3,8,0,0
42293,17,3,6129,93246,14044,34,8,1,0
8964,8,7,91045,27675,11021,16,11,1,0
11333,1,2,89754,68447,8052,27,2,1,1
21674,21,7,71601,22821,9210,22,3,0,0
47163,8,4,19146,77360,4667,31,14,0,0
44399,7,3,98389,77527,4884,26,15,0,0
5581,14,3,40887,15823,13347,30,11,1,0
3492,2,6,16228,6997,5333,12,3,0,1
23596,22,6,45480,44115,12594,23,15,0,0
39829,14,1,69093,26660,4528,19,12,1,0
27044,3,4,81191,33132,7567,7,11,0,1
49732,1,2,39736,4150,13165,32,9,0,1
45005,6,5,45421,79369,1481,27,18,0,0
17265,6,6,25160,86064,1268,5,19,0,0
19752,5,3,30770,10386,3655,33,12,1,1
37880,0,6,39632,3626,4116,36,11,1,1
16646,0,7,4525,43226,13944,28,15,1,1
9175,19,4,11225,33461,12412,28,4,1,0
18197,17,7,80057,71260,12406,33,0,0,0
17795,9,5,95452,49703,11686,25,12,1,0
14391,19,4,27807,96364,12229,21,15,0,0
46278,18,5,97728,81494,2348,17,1,0,0
22739,23,7,93801,41662,3725,20,8,0,0
37147,14,2,99378,62013,13430,17,4,0,0
21970,20,6,52462,90054,9396,39,3,1,0
12717,3,6,53644,65220,7937,12,3,1,1
41267,23,6,51512,59305,5276,19,11,1,0
8721,23,3,94294,87318,8500,1,14,1,0
27913,14,4,50571,34812,518,22,18,0,0
36161,20,1,80480,72320,1645,32,6,1,0
29842,15,6,65939,7194,5951,18,6,0,0
33757,17,4,26683,27445,1602,34,6,1,0
15868,5,3,39922,35208,10334,9,13,1,1
13491,2,2,52088,38285,12095,30,3,0,1
36308,11,2,6878,84685,9465,31,15,1,0
13181,5,7,37431,24014,187,25,0,0,1
22201,11,2,39007,92969,9673,12,6,1,0
31170,9,7,30161,13419,14557,17,3,0,0
33086,8,7,6630,2042,4698,39,1,1,0
48626,5,5,78637,36018,8161,34,11,0,1
17486,5,2,12120,8177,13827,3,2,1,1
24406,9,3,14390,82428,2479,29,15,0,0
46599,12,2,11767,6743,5748,6,18,0,0
26570,8,3,46272,43730,12664,24,5,1,0
16536,2,3,89580,58535,787,35,11,0,1
11560,12,4,91425,66381,1264,27,5,0,0
13732,7,1,99158,51024,2124,2,12,1,0
41026,19,4,78494,94202,10813,22,14,0,0
8419,11,5,80455,61030,11914,13,8,0,0
43701,12,4,67584,70601,6596,16,12,0,0
37123,23,5,76145,26505,4045,34,2,1,0
40523,12,7,99897,3880,10786,32,19,0,0
2786,17,1,60602,50726,5776,11,5,0,0
3991,13,6,50841,19073,4195,22,19,0,0
19791,16,5,26683,93860,8340,33,17,0,0
26757,6,2,71321,9589,14808,37,18,0,0
10890,14,2,16494,90198,6468,16,5,0,0
7778,1,6,18816,27304,3635,5,6,0,1
19092,23,5,96590,36701,3485,27,6,1,0
33333,5,5,86986,25563,6981,15,15,0,1
18313,21,5,34285,84146,7306,4,2,1,0
6208,19,3,72276,1893,13853,11,0,0,0
17510,13,2,48791,4042,13522,18,0,0,0
35427,2,7,62220,56805,8887,3,18,1,1
20690,11,5,99773,74308,2924,2,1,1,0
230,9,2,32319,47779,601,21,16,0,0
15174,15,1,99773,28036,9297,26,12,1,0
23782,11,2,16120,30461,4466,16,0,1,0
46501,2,4,31266,66060,9179,16,10,0,1
16822,5,2,28977,24570,4553,25,10,1,1
2824,0,5,81203,41445,14968,8,18,1,1
23381,23,4,68347,39993,11665,31,17,0,0
49757,15,1,61186,48733,5885,10,15,1,0
23917,21,5,50490,62888,3915,29,15,1,0
37276,15,6,12946,30733,4568,33,8,0,0
10751,23,5,18448,38826,7231,28,7,0,0
25821,4,2,45178,12963,382,2,8,0,1
42113,22,2,77725,82867,4860,3,5,0,0
33333,1,2,79429,69206,9317,12,4,1,1
31847,23,4,23604,12224,11572,1,19,0,0
19934,8,7,73974,4141,7066,11,11,0,0
40858,12,1,60402,5577,3718,24,3,1,0
28648,15,3,96998,95119,1394,34,10,0,0
24399,18,4,18206,22340,14832,10,10,1,0
9319,8,2,81610,14650,13450,3,11,0,0
34865,0,5,17059,32334,7269,7,3,1,1
10738,20,4,51475,5147,1456,1,2,1,0
40734,21,4,35308,67288,9907,19,0,0,0
46720,18,6,20683,1132,5591,37,3,1,0
26692,3,4,73669,50639,7948,18,1,0,1
46692,11,7,2082,79910,1408,26,16,1,0
29884,18,1,39890,71629,6804,37,1,1,0
20656,13,6,24110,57184,5318,39,14,0,0
10196,1,3,44828,46202,7496,18,15,1,1
20620,6,6,90346,30562,11752,17,9,1,0
3146,10,1,63032,78636,8653,9,16,0,0
4068,3,2,96764,32317,9344,14,14,1,1
49834,14,5,59973,45809,5660,39,15,0,0
26499,18,2,21041,45929,8611,38,12,1,0
14034,19,2,93644,64824,7241,13,3,0,0
11726,0,4,50727,53028,4715,34,11,0,1
15734,4,7,37920,9247,7556,3,17,1,1
25629,2,2,85164,47356,12161,9,1,1,1
21060,18,5,15578,5419,2822,23,8,1,0
1469,21,1,90783,72255,12418,2,17,0,0
18030,4,2,50781,767,3995,25,1,0,1
14622,6,7,99689,40502,4006,13,2,1,0
49465,23,5,54969,17194,10527,12,16,1,0
45506,10,7,2647,98919,1047,22,17,0,0
37756,7,2,21804,35694,9644,20,7,0,0
9491,4,3,7362,69959,10550,23,7,1,1
34842,18,2,72861,77990,7967,33,18,0,0
47059,0,7,74755,4886,12010,26,11,1,1
46725,9,4,10600,60356,7956,26,4,1,0
35791,12,4,76948,38506,6084,18,17,0,0
8990,15,5,39962,19360,3837,1,16,1,0
34161,5,6,14885,82597,205,24,17,0,1
5545,7,4,63748,34550,4641,29,5,1,0
14486,21,6,51213,20390,9967,35,13,1,0
5683,22,7,95835,16984,10992,21,8,1,0
1525,22,3,92156,65614,3223,2,12,1,0
13363,1,3,19062,64510,10971,6,15,1,1
35313,18,3,20165,70246,428,12,4,0,0
6795,3,5,21108,80986,3775,29,17,1,1
11561,1,5,32963,31663,3270,22,3,0,1
9719,13,5,62870,47599,1113,15,9,0,0
38608,9,1,14003,54943,10403,2,1,1,0
1907,7,2,26640,58701,12131,25,15,0,0
34229,2,6,81229,28561,1516,38,0,0,1
37147,9,3,69107,16939,8647,28,12,0,0
2687,7,2,2279,13186,175,39,11,1,0
18734,21,7,20113,83028,4462,5,2,0,0
29681,1,7,74900,55718,3777,37,18,1,1
8124,10,7,30325,36839,8908,27,2,1,0
33639,4,5,26488,35507,1040,21,19,0,1
36902,19,2,10252,68993,9948,32,5,0,0
21827,0,1,99622,70404,112,19,11,1,1
33689,18,3,94289,96516,2117,22,6,0,0
4793,14,6,52086,81787,2968,20,4,1,0
44136,21,1,35531,42929,311,16,17,1,0
332,12,5,74205,57894,5820,32,15,0,0
36012,8,2,89034,10929,14000,32,17,0,0
8996,16,7,81603,28840,3501,24,17,0,0
20626,6,4,36429,61892,4255,16,2,1,0
39386,17,5,77962,97037,13490,33,16,0,0
27627,16,2,60289,4700,11127,30,18,0,0
7527,23,5,68549,73366,14881,33,6,1,0
5650,8,1,2451,65212,10265,17,18,0,0
28998,2,5,93205,595,13308,4,9,1,1
20824,20,3,66894,71055,7485,30,16,1,0
33799,15,3,46573,75791,1547,12,2,0,0
11954,10,4,24035,75536,9603,6,19,0,0
42050,8,4,5032,4924,12646,20,5,0,0
13281,22,1,92885,93102,10802,26,13,1,0
36022,6,6,90130,49111,7582,31,9,1,0
30993,13,4,4013,13335,11472,27,19,1,0
27685,8,4,88790,86335,6059,20,9,1,0
28115,20,4,52566,42942,3970,39,3,1,0
12887,18,4,94210,29086,1038,37,4,0,0
18034,10,2,3935,53331,12658,4,17,1,0
32827,18,3,36239,9719,14117,8,10,0,0
36114,22,6,99365,20365,6361,10,2,0,0
19939,10,7,27999,46157,7195,28,10,0,0
32537,20,2,11934,58382,5430,22,19,1,0
17559,12,5,92603,32376,4566,35,4,0,0
46738,0,3,52452,20991,11188,31,1,1,1
2766,2,4,29783,769,1522,23,16,1,1
18654,13,4,26257,42399,11345,6,18,1,0
27910,17,5,86379,63767,10185,34,7,0,0
9167,10,6,36363,16704,2421,12,10,1,0
44008,6,7,59774,73173,4941,35,19,0,0
10619,17,6,35781,20187,2427,8,9,1,0
39221,7,4,8142,79971,6504,33,16,1,0
4382,7,7,31282,4782,9597,37,1,0,0
2984,6,6,47450,2523,11874,14,17,1,0
11908,9,2,51039,44143,6652,7,5,1,0
33989,2,4,60258,46057,12637,20,18,1,1
9064,2,7,93434,2413,9605,19,8,1,1
42099,17,1,38179,99096,14295,14,11,0,0
15763,6,7,59203,81434,14027,10,3,0,0
23699,20,3,78306,37792,13139,10,18,1,0
5142,2,5,14277,38346,5651,2,11,1,1
3846,10,3,31199,44252,478,30,1,0,0
44399,1,5,17108,66273,335,8,4,1,1
14780,0,7,56825,21630,7371,19,0,0,1
23028,0,6,67859,72388,13172,8,9,1,1
39288,22,3,67813,50374,7730,20,17,0,0
7491,22,6,41611,98273,1425,22,10,1,0
8999,10,3,70692,50477,4233,8,4,0,0
41308,7,2,29011,72782,2018,17,0,0,0
38766,19,6,77008,10683,7380,29,12,0,0
18106,20,5,11517,36613,4310,13,0,1,0
13113,14,6,59259,44553,1068,3,10,1,0
25497,16,1,31436,78858,1569,36,6,0,0
26842,13,7,17707,22912,4251,4,11,1,0
43811,12,4,6034,92005,3406,23,3,1,0
46160,6,6,34768,81335,10052,29,6,1,0
31360,22,7,27697,20719,8381,9,8,1,0
41965,12,7,55146,81187,8636,24,11,0,0
6274,12,7,91728,74353,12671,27,14,0,0
17128,14,1,12039,46761,13551,37,8,0,0
28616,15,6,58508,83276,1114,21,12,0,0
1765,15,2,21342,60213,9704,13,10,0,0
20455,6,6,4150,45117,9424,39,4,0,0
48114,21,6,99195,17459,2750,33,13,0,0
49962,11,6,87921,61082,6995,8,9,0,0
21361,17,4,56323,38032,1331,19,7,1,0
26150,20,5,70748,91737,12290,12,16,0,0
10151,9,4,47436,93286,8693,15,5,1,0
24812,10,4,44694,49377,10569,5,17,1,0
13704,19,6,88978,33161,6939,12,5,0,0
42900,4,7,69421,36538,2368,16,13,1,1
44224,7,3,68871,68274,9649,39,4,1,0
8354,10,6,91739,80032,12162,34,17,0,0
890,16,6,72497,28205,7067,7,2,0,0
24486,19,2,1567,20607,11215,30,16,0,0
48522,2,4,4485,43052,3279,27,16,1,1
1727,22,2,74494,17221,4684,34,3,0,0
41832,21,4,48840,86338,10933,19,14,1,0
21264,7,2,3239,13231,11022,39,16,0,0
10636,12,2,95546,82797,2970,1,16,1,0
27413,4,4,46091,61750,8828,7,9,0,1
27229,6,1,83386,53015,6254,9,11,0,0
37311,3,4,69327,35256,10992,23,18,1,1
44967,23,1,92031,5409,9770,11,12,0,0
22402,6,7,20268,96330,9861,39,3,0,0
16413,1,5,76291,42406,7856,37,16,0,1
27564,18,7,45145,7244,6472,2,8,1,0
44998,6,1,99418,69586,425,29,10,0,0
36546,18,4,18233,20080,3996,37,6,0,0
46233,0,7,41652,27250,3945,18,9,1,1
46413,4,4,74164,50227,2613,14,16,0,1
16989,3,5,7565,37684,6900,22,1,0,1
18262,4,4,91641,94707,5880,13,4,0,1
31321,22,7,23495,92320,14705,36,16,0,0
33838,15,6,46187,99667,4608,28,7,1,0
31107,18,1,7733,1102,697,10,17,1,0
43566,16,3,65300,94937,8880,27,13,1,0
24387,14,3,26705,25570,13971,14,11,1,0
16044,10,1,19739,10416,3512,23,19,1,0
37067,1,2,1853,26986,5087,6,3,1,1
48076,10,7,16906,75930,1309,37,5,0,0
43398,17,6,21852,93848,7392,15,7,0,0
32472,15,6,54713,13026,9421,1,13,1,0
2764,5,3,64255,35825,650,7,10,1,1
1588,0,5,61061,77224,4509,24,8,1,1
38175,22,5,61916,12041,6943,2,5,0,0
26371,10,7,12086,50231,11170,11,14,0,0
29300,9,6,57634,9777,11349,7,14,1,0
12882,19,1,74827,87911,6327,34,10,1,0
47014,9,5,16254,78113,14811,1,18,1,0
31892,22,5,62027,96651,889,20,17,0,0
34078,0,6,85783,44484,12078,24,12,1,1
40728,12,6,29877,95567,521,1,16,0,0
33715,2,3,34832,40100,5044,39,9,1,1
34077,10,3,55783,3258,6221,14,11,0,0
39466,9,2,54132,55,3424,2,16,1,0
12664,6,7,82727,18522,11756,22,1,1,0
3633,0,1,62279,38452,13366,36,7,0,1
24004,8,1,35315,30869,245,12,9,0,0
19623,8,6,64710,15407,13025,7,15,0,0
33552,0,3,986,23762,10329,37,16,1,1
29402,21,6,65339,41916,8672,33,1,1,0
49391,19,4,1605,59896,10541,24,3,0,0
35460,12,1,67461,60156,8123,2,15,0,0
34259,8,4,57366,47078,7904,10,0,1,0
12885,8,4,34914,16142,14406,5,8,1,0
11158,8,7,5690,70199,7162,25,8,1,0
16247,1,7,51759,72572,10132,33,18,1,1
4678,4,7,81365,50617,4209,36,3,0,1
46927,7,2,43031,73263,7864,28,3,1,0
45772,15,3,37789,33892,5760,18,9,1,0
34471,17,1,62216,89152,10098,4,19,1,0
15703,8,2,39791,12397,8211,33,1,0,0
26941,9,6,76103,46144,12720,1,4,1,0
