amount,hour,day,senderBalance,receiverBalance,distance,deviceChanged,transactionsLastHour
1573,10,5,57784,88893,53,0,6
2516,8,2,151500,65372,67,0,5
1898,0,6,11829,77023,40,0,6
1509,8,4,14176,52516,12,0,7
135,23,4,79736,26789,43,0,3
706,11,3,112309,92123,33,0,7
4930,2,5,71652,95835,75,0,5
2476,19,5,94792,50039,29,0,5
2515,12,6,42203,17220,63,0,6
86,2,5,28471,62531,16,0,1
3680,7,2,112848,22788,50,0,2
3496,10,4,13614,26147,50,0,2
1763,19,2,51898,56505,42,0,4
326,9,6,170017,3594,66,0,5
3005,0,4,66797,44937,6,0,4
2717,15,7,80204,69951,29,0,1
4473,14,5,161640,38459,21,0,5
2671,2,6,93295,56611,69,0,4
4516,20,3,167480,89421,29,0,7
285,14,3,16137,30350,71,0,3
599,6,1,63084,17211,9,0,6
1447,23,2,132870,37801,34,0,7
3236,9,1,127794,70814,70,0,5
4025,12,2,63812,8826,1,0,6
797,22,6,160022,68803,34,0,1
955,16,3,10618,35263,20,0,4
2896,4,2,140230,28663,5,0,4
488,17,2,68436,91348,75,0,7
2186,4,5,35976,41067,57,0,6
696,16,4,167814,4590,50,0,2
1351,2,4,149438,77368,37,0,2
627,6,6,131026,52134,78,0,3
1129,7,5,50162,32760,14,0,3
1792,21,7,176811,30738,49,1,1
2407,12,6,100672,22485,29,0,3
3019,18,7,21472,19934,37,0,7
2751,1,3,82492,52586,40,1,3
4552,0,7,102155,14403,9,0,7
838,14,3,34968,43517,15,0,3
3448,0,2,77321,65813,47,0,7
3446,9,1,70896,71135,56,0,7
3421,19,6,186613,25346,58,0,6
1873,1,6,136465,25881,17,0,4
974,19,7,77031,87973,76,0,5
4826,14,2,65843,24003,41,0,3
4233,9,3,70573,29869,63,0,6
3413,6,2,15555,71656,61,0,2
4725,6,3,106173,98858,9,0,3
244,4,7,116201,18383,54,0,1
3195,23,2,196595,15870,15,0,4
1896,5,6,179052,33050,45,0,3
846,16,2,14028,16432,43,0,3
1407,14,2,165045,45390,57,0,3
2650,12,6,101185,99095,31,0,5
2063,9,5,89448,70853,20,0,3
524,1,5,165036,98065,64,0,1
1988,3,7,102677,93525,17,0,5
3545,21,2,100131,8131,69,0,2
1498,2,4,17651,2665,6,0,3
469,8,3,81749,89148,67,0,5
1375,16,2,75288,63546,19,1,1
3719,22,2,184706,41289,31,0,2
3144,2,1,98531,35635,25,0,5
3988,9,3,60258,63582,40,0,3
448,23,5,66599,74563,35,0,2
149,18,1,175422,2573,77,0,5
3982,1,3,90062,97806,41,0,2
3511,10,4,98075,10669,7,0,6
1180,23,1,7039,4857,11,0,2
4553,15,4,129822,53693,38,0,5
3904,19,1,58214,70817,71,0,5
2210,20,5,33333,36949,73,0,1
4870,15,1,181339,33175,39,0,5
4856,18,6,176589,55716,55,0,6
3929,12,3,47680,4399,2,0,6
2406,20,6,131766,93674,64,0,6
3627,17,1,135306,52457,3,0,1
3346,7,6,118459,72889,15,0,4
3591,3,3,171926,16973,22,0,6
26,17,2,102081,79701,56,0,6
1475,23,7,82355,36851,7,0,2
3297,23,5,10391,81004,4,0,5
1723,17,5,176754,50634,48,0,6
3189,13,2,33285,53513,70,0,2
3544,16,3,126946,32188,49,0,1
964,16,1,72824,41431,24,0,7
3356,14,1,113484,1207,59,0,6
4020,12,6,67233,97755,4,0,1
2446,4,7,83255,22777,5,0,5
3379,20,4,80018,47873,20,0,6
2236,19,1,52672,7121,4,0,3
845,19,7,102083,32688,2,0,2
2652,23,4,197992,45544,34,0,2
471,9,2,87071,33640,78,0,3
3470,12,6,161723,98222,6,0,6
1145,12,1,135792,43380,72,0,1
2445,3,5,91677,88843,57,0,1
27,17,2,42880,2355,56,0,7
3092,12,3,190626,59215,66,0,5
979,16,7,146378,66516,21,0,3
1075,19,2,72967,74292,69,0,5
4144,10,1,27635,52179,54,0,5
3097,5,5,54119,83888,36,0,2
4919,17,3,178861,91404,77,0,2
2101,0,3,106243,97794,47,0,3
4816,15,1,88583,69837,17,0,2
431,5,4,91891,89765,9,0,6
1824,0,2,140886,59335,52,0,1
3284,12,1,150299,18279,24,0,1
2814,0,4,89463,8771,20,0,3
3563,5,3,198209,35890,44,0,7
731,14,4,152763,3751,39,0,2
1062,13,7,23405,49629,25,1,6
2289,11,2,128811,60269,6,0,3
4561,2,7,40284,49640,44,0,7
656,14,1,149797,75873,77,0,4
4750,10,2,21705,64131,59,0,7
2222,6,5,8877,85256,74,0,1
184,0,3,103777,50421,22,0,6
2093,19,4,62477,28488,27,0,6
850,21,7,20405,16847,47,0,4
2519,5,7,121726,73968,21,0,3
2325,3,2,196735,24570,5,1,7
439,12,5,10156,39280,60,0,7
1789,20,1,188094,7487,5,0,2
4270,12,1,180839,79970,0,0,3
1027,18,5,13373,31283,46,0,1
4710,15,6,149973,91374,69,0,6
2929,21,3,56224,32852,52,0,3
825,9,7,34865,13289,5,0,2
3377,15,6,119889,19409,61,0,6
3681,13,5,55756,84822,31,0,1
2629,13,4,176768,49093,40,0,5
4729,3,2,150622,77400,50,0,1
368,1,4,137996,96023,39,0,6
1940,5,7,5056,16352,15,0,2
731,13,2,188041,41194,55,0,4
2729,3,1,78072,86968,70,0,4
1609,23,6,168277,90944,21,0,7
2848,18,3,95860,79539,18,0,5
1118,2,2,111500,74803,6,1,1
3219,5,4,87757,26178,34,0,5
3282,19,5,54383,1327,53,0,1
4105,10,2,193613,46471,10,0,6
3346,23,3,195107,25791,78,0,1
2872,1,7,148516,42121,41,0,2
2821,12,6,123903,75826,33,0,5
3263,21,2,38556,83176,57,0,6
3664,12,5,134814,39036,5,0,1
617,10,7,170992,9738,24,0,3
498,16,7,188345,98366,62,0,5
659,7,2,199721,44026,77,0,1
1209,23,7,63451,53599,68,0,1
627,4,3,11309,85675,18,0,1
4064,16,5,152162,90344,1,1,5
234,3,2,102475,25520,22,0,5
419,14,7,58219,3859,32,0,4
2061,21,7,106272,42704,73,0,3
4186,6,3,123724,85559,22,0,1
4138,2,1,94063,46335,23,0,5
3618,19,7,190573,54912,26,0,5
2677,0,3,178418,6230,15,0,3
2155,19,5,133470,31134,24,0,5
3192,1,4,123247,59900,28,0,4
554,7,2,158676,27564,40,0,6
3271,10,6,126410,26692,52,0,6
4730,4,2,125198,34488,53,0,1
4036,23,2,88026,6305,10,0,4
432,20,2,116045,15602,13,0,4
3378,1,1,114418,39459,19,1,6
4208,3,5,74741,70177,64,0,6
3100,4,6,138479,32594,67,0,4
1245,21,7,104772,56444,9,0,7
1672,19,5,17738,16772,9,0,4
2490,2,2,172927,7228,15,0,7
1124,3,1,90184,55524,21,0,4
3100,7,2,159115,66322,36,0,5
1882,16,2,30460,13155,62,0,4
1384,2,3,149499,65442,12,0,5
257,15,4,102932,58987,72,0,5
4462,23,1,49456,37380,58,0,2
2424,3,7,157721,84731,4,0,1
4192,16,5,46274,39718,61,0,2
2821,5,7,179533,81314,5,0,6
833,21,5,13360,13011,17,1,7
3045,3,1,180622,69305,19,0,2
241,0,7,128938,75861,64,0,7
3890,17,4,166383,43397,37,0,6
2449,5,4,6316,38972,12,0,5
3553,15,4,187337,51109,18,0,5
3104,23,6,78118,75548,16,0,1
4003,12,4,50221,88189,28,0,7
718,13,2,18891,16014,19,1,5
3789,2,4,90799,85856,35,0,6
1247,5,2,57195,37326,45,0,1
4629,21,3,83847,89576,14,0,5
460,11,4,79651,53774,36,0,7
4803,0,1,122503,67798,10,0,1
2432,12,3,148723,21405,18,0,4
3533,2,2,59757,15436,40,0,1
1260,19,1,72147,8928,49,0,2
4263,7,1,103162,36916,69,0,4
4975,10,1,7482,36867,63,0,5
1566,23,3,84386,7732,49,0,1
1664,4,5,133575,12311,21,1,4
160,0,4,184586,46311,60,0,1
2437,8,7,142286,58740,53,0,2
1168,17,3,193679,80158,75,0,6
2116,8,4,129227,64654,10,0,7
1736,17,6,84804,47745,11,0,3
208,0,1,176614,48324,68,0,3
2845,1,7,93617,13167,65,0,5
3663,4,6,15485,74450,42,0,1
556,18,3,24565,94153,38,1,4
3343,20,6,199042,38669,32,0,5
2092,14,5,162333,87506,67,0,5
3806,23,7,169340,67551,29,0,1
3973,6,3,115551,81808,33,0,3
2575,9,5,196838,22400,65,0,2
2958,21,4,118398,16201,70,0,3
997,11,1,13947,10533,75,0,5
1391,2,5,20213,28563,44,0,3
3736,5,4,156265,68667,56,0,4
1018,5,1,181666,1016,62,0,7
139,18,2,30525,29572,44,0,7
2746,10,1,138018,22943,77,0,3
3701,21,3,43682,25601,44,0,2
3151,2,6,163491,24746,12,0,6
770,12,1,100996,48143,36,0,1
4982,12,5,195861,72114,24,0,6
3906,6,1,123371,67473,46,0,1
3320,11,2,101878,60481,0,0,5
2704,11,4,198717,20650,52,0,6
3949,12,3,140460,68958,58,0,1
3326,20,4,33015,70647,47,0,3
1913,0,7,108283,50577,69,0,7
53,18,4,156650,94580,42,0,7
4173,3,4,115224,25448,32,0,6
3733,5,6,174720,15096,57,0,4
1318,20,2,116027,38595,16,0,2
69,1,3,102654,81752,52,0,7
345,0,4,43865,7458,63,0,7
1131,11,1,67323,91254,34,0,5
4197,12,2,20941,69971,67,0,6
975,20,4,93598,15610,74,0,2
997,19,4,142843,84035,71,0,3
1886,17,1,31627,39568,24,0,1
2825,10,5,21643,71561,6,0,6
4308,19,1,182507,4794,6,1,3
1411,20,4,125973,12036,17,0,5
2977,23,6,23059,28188,44,0,5
2848,21,2,29502,28204,39,0,2
3025,15,7,127950,44420,60,0,1
3712,16,1,64469,96789,12,0,5
26,14,6,161714,4139,74,1,5
293,12,1,174565,49352,35,0,1
3362,11,3,43930,30870,32,0,6
1503,0,7,161462,46858,31,0,4
3801,7,6,81177,37735,54,1,2
1397,16,2,149571,76888,52,0,6
4703,7,5,23982,82848,9,0,6
4767,2,1,147432,23625,56,0,4
2710,15,3,70524,35515,40,0,7
3094,3,5,154607,44050,45,0,5
223,20,1,163466,65120,76,0,1
2587,4,3,33833,18206,51,0,6
3963,23,4,124271,78195,10,0,4
1644,11,7,120855,5076,70,0,7
1365,7,1,166468,89619,49,0,5
512,20,2,146677,23416,68,0,7
4768,14,1,70138,51250,28,0,5
1662,15,4,97506,49745,65,0,5
1721,6,1,89728,80435,2,0,7
1007,14,2,31038,28770,37,0,6
1481,18,5,154186,33803,77,0,2
2770,13,3,132145,91257,35,0,5
1036,17,7,89766,42280,63,0,5
3174,2,7,181660,16933,27,0,5
4684,19,2,80761,17640,47,0,2
4987,18,6,23936,15155,5,0,7
1631,10,7,107188,38548,64,0,3
2176,14,6,199042,57820,60,0,7
2280,23,3,44906,74198,21,0,1
3208,12,4,182195,79342,1,0,2
1655,21,4,179068,18305,34,0,7
4005,8,7,25661,84394,50,0,3
2078,23,5,110023,59491,77,0,7
3558,7,6,165583,11002,74,0,6
2482,18,5,132912,67877,29,0,6
3492,17,2,66491,6565,59,1,6
3647,22,5,46633,72521,35,0,4
602,19,4,8668,77280,62,0,5
2803,5,3,80440,27921,23,0,2
1916,21,4,128086,72656,37,0,7
3768,18,1,92231,43732,47,0,2
4383,2,1,48093,84844,60,0,5
1370,16,3,156776,53646,53,0,5
77,10,6,145284,14850,26,0,7
1392,20,3,178368,98384,74,0,2
3209,7,1,36051,78665,15,0,4
4836,23,1,32027,60092,7,0,2
134,1,4,148839,88017,71,0,3
1827,14,6,21515,25806,10,0,6
942,1,4,189852,6060,70,0,6
4660,21,1,48898,89509,72,0,1
721,0,4,77131,63093,13,0,2
3832,9,1,181104,50851,2,0,5
522,0,5,111927,89454,9,0,3
2231,12,7,40980,52738,49,0,5
3238,20,4,38043,78831,23,0,1
819,14,4,90898,1036,18,1,2
464,12,4,81939,81573,65,0,2
3304,3,3,174488,2511,54,0,1
581,18,4,162260,61910,72,0,2
1435,5,2,54322,6151,6,0,6
198,17,7,18133,13209,4,0,1
2399,21,2,47585,35638,37,0,7
650,13,4,157158,17923,34,0,6
4448,13,4,16218,46692,78,0,1
4296,3,7,105393,6605,44,0,6
2559,0,6,17170,57045,36,0,3
4054,6,6,5818,9434,22,0,7
4324,8,6,148141,58198,12,0,2
699,22,3,127664,12932,36,0,5
4313,15,4,77944,77230,78,0,2
2301,18,2,140938,74965,53,0,6
1829,18,1,70827,70222,35,0,6
587,9,6,55375,33078,62,0,2
2589,0,7,176398,79807,49,0,5
68,23,3,26310,94518,78,0,6
4660,19,5,139048,8426,43,0,3
1954,21,3,182011,30157,17,0,3
1941,22,2,93762,89484,3,0,5
2070,6,7,38712,27823,46,0,5
2734,22,6,181604,97638,43,0,3
343,23,1,16369,20329,34,0,3
2675,7,4,160244,3684,70,0,3
2569,16,2,132510,57068,65,0,2
36,23,5,31250,4055,17,0,5
1751,11,2,16423,90851,50,0,4
1996,3,6,61889,80951,58,0,7
2481,12,7,37691,73195,36,0,4
2950,23,2,23204,24268,18,0,4
345,4,1,124755,97940,20,0,6
4135,22,5,177606,99524,58,0,6
763,19,1,44974,43448,2,0,3
3493,11,6,193894,50934,52,0,6
229,3,6,192370,83209,5,0,7
1968,15,2,72719,95606,62,0,1
787,6,2,70355,32696,11,0,3
2172,13,2,35845,80449,60,0,5
3183,17,6,36171,90179,54,0,3
3788,16,2,155761,64503,12,0,4
3537,11,3,42455,21243,17,0,1
1533,10,6,60283,64853,33,0,6
3312,3,4,151906,77620,42,0,3
3339,20,2,170977,55004,41,0,6
1815,13,2,31012,64696,49,0,5
466,0,4,123777,68398,10,0,3
3441,2,5,33401,98764,42,0,4
3748,4,2,118944,64535,49,0,3
4266,6,6,140579,29854,32,0,7
2456,10,4,97814,85285,47,0,7
506,22,3,81593,27427,58,0,3
1499,7,7,68560,65213,10,0,6
212,6,3,49088,61035,35,0,1
4571,0,6,50321,48350,77,0,6
185,4,3,181035,72227,76,0,7
2164,10,2,10456,4413,45,1,5
4817,21,3,105244,60150,4,0,3
2848,18,6,183441,16646,12,0,5
1064,10,3,93268,47557,35,0,4
1728,20,4,136197,49814,5,0,6
2212,4,4,12590,35850,43,1,6
2473,7,5,43334,44525,26,0,5
1601,15,6,34519,92240,17,0,1
166,9,6,10720,60115,3,0,3
2986,3,4,89833,17587,30,0,1
451,1,4,161796,88702,46,0,5
3895,15,3,106163,69498,48,0,2
2919,8,6,152065,61403,14,0,5
2534,22,5,196048,41023,64,0,5
4463,14,7,58768,81396,22,0,3
3410,19,7,171040,59236,70,0,4
2650,21,4,99226,40355,36,0,3
898,21,7,13338,23007,45,0,6
1320,20,1,30839,74098,5,0,1
1897,7,4,136616,85984,46,0,7
568,8,6,160905,83990,26,1,5
4032,16,3,12288,75528,77,0,1
3984,1,7,22798,61712,54,0,2
2038,10,1,134447,57628,13,0,3
578,13,2,193762,17791,4,0,4
115,10,2,78247,13105,66,0,2
3344,16,5,141505,23612,30,0,7
2390,16,1,140496,41615,29,0,1
2778,7,2,68872,70327,30,0,6
136,6,5,78230,37087,55,0,2
2131,4,3,87158,2420,22,0,4
1496,13,1,123763,39180,29,0,2
2505,22,7,127740,30681,3,0,4
1252,0,1,13484,31682,66,0,4
2313,18,3,18319,60432,37,0,6
728,22,6,189721,24360,63,0,1
382,17,1,154970,51083,47,0,1
371,7,1,136787,10837,30,0,1
2251,11,3,75278,61345,57,0,4
2106,2,6,23064,76335,66,0,2
4831,3,5,53429,66738,45,0,5
205,1,2,6365,66544,19,1,1
1045,17,3,25100,18460,51,0,2
2972,8,1,91069,86990,67,0,1
1942,0,7,161350,15862,30,0,2
208,0,7,173324,91585,79,0,6
3051,7,4,12661,65547,55,0,4
4017,10,4,157442,54000,5,0,1
1031,9,5,194310,59859,32,1,5
1381,18,7,163607,99343,50,0,4
1779,0,1,128476,36276,44,0,7
328,10,4,23787,64428,7,0,1
1385,10,7,103328,18538,44,0,4
4716,1,5,199547,43180,7,0,7
1115,15,1,114575,71267,20,0,5
3340,6,4,39826,23074,11,0,2
4001,0,2,147637,91236,55,0,2
2930,1,6,137448,6939,30,0,1
2969,21,4,39484,28664,3,0,3
4594,21,7,173115,88458,43,0,4
241,11,5,195028,21810,48,0,3
2089,19,6,66969,30052,62,0,3
3015,8,6,160942,13466,9,0,6
3980,18,3,56929,94804,22,0,2
4628,9,3,191950,17956,3,0,6
1302,11,3,141677,77213,50,0,7
3403,14,1,20009,31246,25,0,1
1003,14,4,22505,29022,41,1,5
667,3,1,171449,4909,19,0,3
1571,9,2,28807,11856,11,0,5
1967,13,1,108303,70098,30,0,4
3631,14,7,199637,21897,71,0,5
3457,8,5,53671,16326,36,0,3
3540,22,7,113459,72980,71,0,5
3880,0,5,9234,22340,67,0,3
1868,23,3,87844,63420,1,0,6
4449,7,1,174732,78313,57,0,2
4037,8,4,107599,63848,55,0,6
3852,14,3,176140,68963,15,0,4
3730,6,3,53554,44034,75,0,3
3814,1,1,102143,98677,12,0,2
256,22,3,196517,44056,42,0,2
1917,7,2,61714,7639,46,0,2
4469,21,6,34974,45183,9,0,4
2951,22,2,115559,99099,37,0,1
967,21,6,160341,84489,18,0,4
4223,4,6,198381,42767,8,0,6
3673,19,1,109861,75607,0,0,1
121,15,6,171481,51581,30,0,4
3967,4,1,173286,97589,29,0,4
1974,23,7,153278,10629,13,0,6
3875,6,4,17965,13228,35,0,6
2169,22,7,129045,8135,68,0,3
1512,12,4,154115,97108,35,0,7
528,22,2,146940,69089,20,0,3
1976,20,4,91889,85170,31,0,4
2164,16,1,159175,92080,47,0,7
3994,0,5,63952,20638,60,0,4
4177,1,7,80593,1100,24,0,5
4714,1,6,106471,39148,16,0,4
4423,2,6,77372,47072,20,0,2
2523,22,7,97469,74654,25,0,7
4368,23,7,79070,50869,28,0,7
3275,1,7,110134,41522,28,0,3
3642,8,6,70550,78042,16,0,6
90,15,4,106383,9127,38,0,1
3874,5,2,77246,32362,68,0,3
686,13,5,160535,76739,24,0,1
1204,8,5,81803,98345,59,0,7
2914,4,4,199628,81535,23,0,5
2280,4,2,29055,19642,22,0,6
4367,5,5,147398,4463,27,0,5
4143,19,6,21010,67433,52,0,4
470,6,6,166602,50101,62,1,5
3332,6,3,135682,4518,6,0,3
494,3,7,123684,47993,48,0,3
1999,12,2,107649,9174,54,0,3
348,16,1,45452,29270,55,0,2
4243,6,6,192708,69146,41,0,1
4814,10,4,62450,52759,9,0,7
1698,15,6,112018,40440,14,0,2
3420,5,2,59740,81202,2,0,7
3519,17,3,8534,81221,16,0,2
372,17,7,6634,17908,62,0,4
4238,13,1,121107,73807,60,0,5
4012,21,1,72370,55470,8,0,2
2363,22,5,13203,11322,31,0,3
1444,18,1,158594,45594,63,0,5
1965,10,2,152139,14763,63,0,2
2708,22,2,171866,64324,39,0,4
1113,14,5,151301,79780,4,0,1
4623,11,6,141528,54861,41,0,3
4047,18,3,62163,83351,66,0,1
957,12,4,145931,56700,65,0,3
1012,0,1,17281,16120,11,0,5
532,12,7,9837,12801,62,0,6
157,20,2,67546,46474,25,0,5
949,3,6,53754,87257,66,0,7
3373,15,2,164020,47908,43,0,1
3395,8,4,195489,53062,78,0,5
2194,13,4,11531,5666,36,0,1
4246,19,1,168890,82462,32,0,6
3746,2,3,29941,94067,14,0,6
267,3,5,95380,84254,31,0,1
3648,16,6,136306,73370,79,0,1
1427,1,3,94471,55157,66,0,7
4977,10,7,54185,93864,63,0,2
471,16,2,58662,68410,61,0,1
2449,9,1,151874,82658,39,0,6
1419,8,1,65690,6736,1,0,6
4967,21,6,113659,30495,64,0,2
2911,13,1,131926,66841,21,0,1
178,10,4,22414,76462,3,0,3
3677,2,1,99148,41499,71,0,3
3483,14,4,148185,95285,55,0,5
1226,10,6,59986,48937,31,0,5
396,22,6,68815,52299,28,0,1
362,4,5,134222,35070,69,0,2
535,15,5,23262,86550,3,0,2
2829,19,4,98019,28653,13,0,7
2499,0,3,190912,86184,12,0,6
684,22,2,38779,17616,37,0,2
2183,3,1,136869,40889,6,0,5
4497,10,6,134239,85509,14,0,7
1057,7,3,141361,25744,46,0,6
3182,14,3,58168,77086,71,0,5
540,8,2,91884,6877,56,0,4
974,22,7,128574,36571,71,0,6
4603,11,3,62203,58805,73,0,2
426,18,2,60448,70903,7,0,3
3511,10,5,81587,16611,10,0,3
1721,7,6,184628,27606,32,0,3
1035,12,2,120256,4498,44,0,7
4319,14,5,86438,26545,17,0,7
2495,7,7,112399,10642,47,0,4
4240,19,4,120020,24583,2,0,5
4062,12,5,136030,12718,16,0,7
3047,4,7,162562,51209,49,0,3
36,13,3,126317,90547,2,0,3
4770,16,7,155354,88995,22,0,5
1661,1,7,170618,66030,43,0,3
1225,17,7,162541,75041,19,1,4
1681,4,3,148941,40782,35,0,4
4570,21,6,80592,1715,22,0,6
2204,10,4,70196,22443,46,0,2
4127,6,2,20316,91374,71,0,7
401,21,7,25707,40384,40,0,6
4796,11,5,117740,33286,61,0,2
4200,22,6,179711,24937,28,0,3
2382,22,4,67335,31519,76,1,2
280,20,3,98650,24074,78,0,5
4483,16,2,178746,66152,26,0,3
3762,20,6,9340,71291,10,0,4
3968,4,6,144787,88533,63,0,6
2909,7,4,104613,40970,20,0,7
2051,6,1,22139,66681,59,0,7
639,16,7,126246,45874,5,0,4
2627,5,4,30618,92500,12,0,4
274,13,6,196536,30470,30,0,3
3979,12,3,158344,22716,60,0,4
4906,8,6,191513,62401,30,0,7
2747,14,1,66549,88889,18,0,2
1097,19,5,31885,45560,45,0,6
2291,8,5,34622,96834,5,0,4
1841,4,2,38546,4475,42,0,6
419,5,6,87979,63594,64,0,2
1662,17,7,120039,47492,22,0,6
474,17,7,26637,68745,43,0,4
573,9,1,112518,32305,38,0,4
3220,16,3,80764,10218,21,0,6
279,15,7,140627,47095,51,0,4
4198,4,2,146305,4088,71,0,6
3091,19,5,88087,62993,2,0,1
3749,13,5,71019,1451,23,0,6
3143,13,7,79726,84985,11,0,2
1813,7,3,66061,67930,32,0,2
3093,4,5,39572,85423,2,0,2
3651,3,4,154676,80395,22,0,2
1908,17,4,189727,97896,0,0,6
2477,10,2,94359,82936,23,0,3
3032,1,3,103782,54448,9,0,3
4558,13,2,143863,1485,65,0,5
2013,7,3,180460,94232,61,0,4
3754,21,6,10664,89859,3,0,6
4652,6,2,106610,94513,71,0,2
1669,14,4,150205,57955,27,0,4
599,11,4,135644,22871,79,0,2
2336,23,5,105909,80432,53,0,4
1370,8,6,104499,19515,73,1,1
1577,1,3,37544,85287,47,0,2
3107,12,6,132208,24549,36,0,5
3397,9,6,72967,83561,59,0,3
924,10,6,50102,15040,62,0,6
2088,23,7,171040,21935,29,0,6
1956,20,2,73861,9699,33,0,3
4824,11,2,55557,62439,36,0,5
2687,0,1,81711,2177,42,0,3
3736,7,6,131048,62446,17,1,2
4454,20,7,64891,60866,11,0,6
2290,22,6,31990,70214,51,0,3
2204,11,7,94786,73619,58,0,4
1386,15,1,74260,54570,11,0,5
2152,8,4,67977,1789,21,0,4
641,12,6,5860,1290,49,0,6
484,9,1,74616,79508,10,0,7
3408,1,3,19705,37329,4,0,7
4836,4,7,157309,73367,3,0,1
2590,15,2,47120,83753,78,0,5
1212,21,6,25557,44781,50,0,1
4626,12,4,38124,91297,29,0,7
1701,9,1,58603,45377,25,0,1
333,22,3,149843,97776,78,0,5
412,10,1,96618,18905,26,0,4
2197,8,2,144355,47323,76,0,7
4902,21,1,21471,84561,18,0,5
560,14,7,190397,27527,45,0,1
2621,1,1,48042,94125,36,0,7
3356,22,1,9200,48259,79,0,1
4991,4,7,17438,65344,64,0,5
3749,15,3,129365,74568,67,0,7
13,0,2,114344,50178,41,0,1
81,1,1,73483,72774,10,0,3
126,3,5,5576,15641,3,0,1
1765,19,6,44651,58315,42,0,6
4758,5,6,188212,55936,66,0,7
1921,21,6,54325,70068,30,0,1
4780,12,5,144084,52125,70,0,5
3420,6,7,104427,46289,31,0,4
2599,18,2,194060,76285,27,0,6
2795,10,2,98755,42334,76,0,4
1485,21,4,48347,42221,72,0,7
560,17,6,131677,18021,36,0,7
60,8,6,26526,75392,45,0,2
4178,16,5,163239,67416,50,0,1
1994,4,2,101931,31261,62,0,4
3522,8,6,122367,16707,73,0,3
1326,23,7,101608,3026,11,0,7
3733,19,2,163351,19356,71,0,4
4614,8,4,197585,23158,61,0,5
3186,12,5,50176,86490,42,0,2
2368,21,7,131947,45420,56,0,3
2329,3,6,5209,5834,24,0,7
3972,4,2,56542,22903,69,0,2
2454,23,5,132215,58635,48,0,1
2927,10,6,14168,69109,29,0,6
4427,4,4,104017,85343,52,0,2
1688,3,1,14109,27842,14,0,6
569,20,3,51408,37530,16,0,3
1016,16,3,31505,89830,29,0,6
338,1,2,112083,31382,5,0,5
1608,11,1,143654,41591,0,1,4
4669,14,3,164692,92441,44,1,4
2033,0,4,18937,98067,55,1,1
2603,13,4,167204,32356,78,0,3
2799,8,3,71254,37763,49,0,5
2606,3,5,193594,32391,44,0,1
3393,15,6,135101,87462,64,0,2
105,20,4,85456,66783,45,0,6
2151,3,7,151000,17832,13,0,4
623,12,6,165518,99975,15,0,1
2402,23,7,61203,82986,45,0,5
3525,9,7,195960,98103,31,0,5
4564,19,2,116972,5101,28,0,3
1373,1,4,137128,33910,39,0,5
4055,17,3,45664,86045,79,0,3
1978,2,7,172990,16876,63,0,7
3200,4,6,108170,68333,55,0,6
4527,23,5,188981,52184,10,1,1
3709,11,2,130728,87234,55,0,2
902,0,6,153427,83022,35,0,4
3256,0,6,182805,4417,45,0,7
4161,22,6,172499,63270,23,0,3
4237,12,2,68327,77925,39,0,2
2943,4,5,157676,28560,60,0,1
4984,8,5,90925,38693,53,0,6
1579,4,1,178865,81141,32,0,4
3062,15,5,112606,70865,16,0,5
4199,9,7,12575,77899,57,0,3
366,20,7,50580,57699,26,0,1
1675,15,6,180231,13688,59,0,1
2614,5,4,136135,78688,5,1,6
3358,2,7,163539,17056,63,0,6
2896,10,1,143703,11884,14,0,4
3278,6,3,154923,62816,14,0,1
1550,6,6,166630,60807,71,0,3
689,18,4,153777,58079,36,0,7
4160,21,6,55970,29776,46,0,7
2432,1,5,100623,90898,5,1,5
1155,12,4,131803,53073,63,0,6
3389,15,5,192920,22799,74,0,5
3289,23,5,177015,63559,67,0,5
1846,16,1,11476,99138,23,0,2
44,7,1,122702,30067,78,0,5
1339,17,5,64853,29923,10,0,3
2596,11,3,171390,51107,1,0,4
2007,7,2,159585,24593,27,0,3
4722,15,2,99714,61548,14,0,4
302,14,1,197259,85724,52,0,3
1631,6,7,81981,77574,16,0,7
2695,18,4,103569,10498,12,0,3
3464,10,5,51917,99914,64,0,6
212,17,4,150879,94962,5,0,2
1989,17,7,130762,4984,33,0,5
2993,11,7,114914,32342,24,0,5
1977,6,4,83132,24659,48,0,3
4353,16,1,62781,72273,54,0,5
4226,22,5,103300,50217,45,0,1
2251,1,2,194928,49481,33,0,4
1190,15,6,105403,1513,60,0,4
1842,19,7,146944,44058,47,0,4
4460,12,2,67668,23234,71,0,5
3540,21,5,63438,49397,78,0,3
2133,18,3,152089,80372,0,0,2
3958,18,1,139706,50366,0,0,4
3716,7,7,79137,70005,67,0,6
3079,8,7,30658,24267,22,0,7
1905,9,4,128892,54416,7,1,1
4103,13,5,26497,93463,23,0,7
2485,1,2,136857,74679,28,0,6
2800,1,5,23541,59022,72,0,7
380,16,2,134622,25556,74,0,1
933,15,2,136907,52645,35,0,5
2434,7,1,19927,5521,54,1,1
2386,12,6,99971,29077,10,0,2
3628,4,1,175470,60516,42,0,4
4823,11,3,24201,8421,7,0,5
286,20,4,96360,75852,74,0,2
761,4,6,70234,19340,20,0,1
2433,11,3,83254,50934,66,0,3
2002,12,3,45653,48032,31,0,5
3193,13,1,152443,51975,74,0,4
4614,3,5,14305,75349,4,0,6
3113,6,2,119938,69033,9,0,2
311,17,1,116709,6615,28,0,7
4958,8,7,176724,89252,22,0,4
